"Block","Treatment","Quad","Surface_area_cm2","Species","Tissue","Mass_g"
2,"CT",2,400,"Vaculi","BelowStem",0
2,"CT",2,400,"OtherDeciduous","NewLeaves",0
2,"CT",2,400,"OtherDeciduous","NewStems",0
2,"CT",2,400,"OtherDeciduous","OldStems",0
2,"CT",2,400,"OtherDeciduous","Inflor",0
2,"CT",2,400,"OtherDeciduous","BelowStem",0
2,"CT",2,400,"Ledpal","NewLeaves",2.322
2,"CT",2,400,"Ledpal","NewStems",0.499
2,"CT",2,400,"Ledpal","OldLeaves",0.508
2,"CT",2,400,"Ledpal","OldStems",14.952
2,"CT",2,400,"Ledpal","Inflor",0.608
2,"CT",2,400,"Ledpal","BelowStem",28.784
2,"CT",2,400,"Vacvit","NewLeaves",3.66
2,"CT",2,400,"Vacvit","NewStems",0.99
2,"CT",2,400,"Vacvit","OldLeaves",1.561
2,"CT",2,400,"Vacvit","OldStems",1.026
2,"CT",2,400,"Vacvit","Inflor",0.131
2,"CT",2,400,"Vacvit","BelowStem",1.031
2,"CT",2,400,"Castet","NewStems",0
2,"CT",2,400,"Castet","OldStems",0
2,"CT",2,400,"Castet","Inflor",0
2,"CT",2,400,"Castet","BelowStem",0
2,"CT",2,400,"OtherEvergreen","NewLeaves",0.093
2,"CT",2,400,"OtherEvergreen","NewStems",0.015
2,"CT",2,400,"OtherEvergreen","OldLeaves",0.064
2,"CT",2,400,"OtherEvergreen","OldStems",1.395
2,"CT",2,400,"OtherEvergreen","Inflor",0
2,"CT",2,400,"OtherEvergreen","BelowStem",0
2,"CT",2,400,"Rubcha","LeavesStems",0
2,"CT",2,400,"Rubcha","InflorStalks",0
2,"CT",2,400,"Rubcha","BelowStem",0
2,"CT",2,400,"Petfri","LeavesStems",0
2,"CT",2,400,"Petfri","InflorStalks",0
2,"CT",2,400,"Petfri","BelowStem",0
2,"CT",2,400,"OtherForb","LeavesStems",0
2,"CT",2,400,"OtherForb","InflorStalks",0
2,"CT",2,400,"OtherForb","BelowStem",0
2,"CT",2,400,"Sphagnum","Green",0
2,"CT",2,400,"OtherMoss","Green",4.148
2,"CT",2,400,"Lichen","Live",5.099
2,"CT",2,400,"Attached","Wood",0
2,"CT",2,400,"Attached","Litter",0.054
2,"CT",2,400,"Loose","Litter",NA
2,"CT",3,400,"Erivag","BladeSheathInflCulm",1.268
2,"CT",3,400,"Erivag","Rhizome",0.821
2,"CT",3,400,"Carbig","BladeSheathInflCulm",0
2,"CT",3,400,"Carbig","Rhizome",0
2,"CT",3,400,"OtherGraminoid","BladeSheathInflCulm",0
2,"CT",3,400,"OtherGraminoid","Rhizome",0
2,"CT",3,400,"Betnan","NewLeaves",0
2,"CT",3,400,"Betnan","NewStems",0
2,"CT",3,400,"Betnan","OldStems",0
2,"CT",3,400,"Betnan","Inflor",0
2,"CT",3,400,"Betnan","BelowStem",6.585
2,"CT",3,400,"Salpul","NewLeaves",0
2,"CT",3,400,"Salpul","NewStems",0
2,"CT",3,400,"Salpul","OldStems",0
2,"CT",3,400,"Salpul","Inflor",0
2,"CT",3,400,"Salpul","BelowStem",0
2,"CT",3,400,"Vaculi","NewLeaves",0
2,"CT",3,400,"Vaculi","NewStems",0
2,"CT",3,400,"Vaculi","OldStems",0
2,"CT",3,400,"Vaculi","Inflor",0
2,"CT",3,400,"Vaculi","BelowStem",0
2,"CT",3,400,"OtherDeciduous","NewLeaves",0
2,"CT",3,400,"OtherDeciduous","NewStems",0
2,"CT",3,400,"OtherDeciduous","OldStems",0
2,"CT",3,400,"OtherDeciduous","Inflor",0
2,"CT",3,400,"OtherDeciduous","BelowStem",0
2,"CT",3,400,"Ledpal","NewLeaves",0.73
2,"CT",3,400,"Ledpal","NewStems",0.162
2,"CT",3,400,"Ledpal","OldLeaves",0.481
2,"CT",3,400,"Ledpal","OldStems",2.85
2,"CT",3,400,"Ledpal","Inflor",0.501
2,"CT",3,400,"Ledpal","BelowStem",6.331
2,"CT",3,400,"Vacvit","NewLeaves",1.593
2,"CT",3,400,"Vacvit","NewStems",0.423
2,"CT",3,400,"Vacvit","OldLeaves",0.053
2,"CT",3,400,"Vacvit","OldStems",0.3
2,"CT",3,400,"Vacvit","Inflor",0.118
2,"CT",3,400,"Vacvit","BelowStem",1.147
2,"CT",3,400,"Castet","NewStems",0
2,"CT",3,400,"Castet","OldStems",0
2,"CT",3,400,"Castet","Inflor",0
2,"CT",3,400,"Castet","BelowStem",0
2,"CT",3,400,"OtherEvergreen","NewLeaves",0.18
2,"CT",3,400,"OtherEvergreen","NewStems",0.045
2,"CT",3,400,"OtherEvergreen","OldLeaves",0.343
2,"CT",3,400,"OtherEvergreen","OldStems",0.451
2,"CT",3,400,"OtherEvergreen","Inflor",0.004
2,"CT",3,400,"OtherEvergreen","BelowStem",0.441
2,"CT",3,400,"Rubcha","LeavesStems",0
2,"CT",3,400,"Rubcha","InflorStalks",0
2,"CT",3,400,"Rubcha","BelowStem",0.653
2,"CT",3,400,"Petfri","LeavesStems",0
2,"CT",3,400,"Petfri","InflorStalks",0
2,"CT",3,400,"Petfri","BelowStem",0
2,"CT",3,400,"OtherForb","LeavesStems",0.095
2,"CT",3,400,"OtherForb","InflorStalks",0
2,"CT",3,400,"OtherForb","BelowStem",0.056
2,"CT",3,400,"Sphagnum","Green",0.241
2,"CT",3,400,"OtherMoss","Green",3.526
2,"CT",3,400,"Lichen","Live",1.407
2,"CT",3,400,"Attached","Wood",1.044
2,"CT",3,400,"Attached","Litter",0.244
2,"CT",3,400,"Loose","Litter",NA
2,"CT",4,400,"Erivag","BladeSheathInflCulm",0.424
2,"CT",4,400,"Erivag","Rhizome",0
2,"CT",4,400,"Carbig","BladeSheathInflCulm",0
2,"CT",4,400,"Carbig","Rhizome",0
2,"CT",4,400,"OtherGraminoid","BladeSheathInflCulm",0
2,"CT",4,400,"OtherGraminoid","Rhizome",0
2,"CT",4,400,"Betnan","NewLeaves",0.797
2,"CT",4,400,"Betnan","NewStems",0.177
2,"CT",4,400,"Betnan","OldStems",4.291
2,"CT",4,400,"Betnan","Inflor",0
2,"CT",4,400,"Betnan","BelowStem",7.316
2,"CT",4,400,"Salpul","NewLeaves",0.017
2,"CT",4,400,"Salpul","NewStems",0
2,"CT",4,400,"Salpul","OldStems",0.969
2,"CT",4,400,"Salpul","Inflor",0
2,"CT",4,400,"Salpul","BelowStem",0
2,"CT",4,400,"Vaculi","NewLeaves",0
2,"CT",4,400,"Vaculi","NewStems",0
2,"CT",4,400,"Vaculi","OldStems",0
2,"CT",4,400,"Vaculi","Inflor",0
2,"CT",4,400,"Vaculi","BelowStem",0
2,"CT",4,400,"OtherDeciduous","NewLeaves",0
2,"CT",4,400,"OtherDeciduous","NewStems",0
2,"CT",4,400,"OtherDeciduous","OldStems",0
2,"CT",4,400,"OtherDeciduous","Inflor",0
2,"CT",4,400,"OtherDeciduous","BelowStem",0
2,"CT",4,400,"Ledpal","NewLeaves",0.639
2,"CT",4,400,"Ledpal","NewStems",0.226
2,"CT",4,400,"Ledpal","OldLeaves",0.712
2,"CT",4,400,"Ledpal","OldStems",2.223
2,"CT",4,400,"Ledpal","Inflor",0.058
2,"CT",4,400,"Ledpal","BelowStem",6.4
2,"CT",4,400,"Vacvit","NewLeaves",0.263
2,"CT",4,400,"Vacvit","NewStems",0.035
2,"CT",4,400,"Vacvit","OldLeaves",0.817
2,"CT",4,400,"Vacvit","OldStems",0.283
2,"CT",4,400,"Vacvit","Inflor",0
2,"CT",4,400,"Vacvit","BelowStem",1.453
2,"CT",4,400,"Castet","NewStems",0
2,"CT",4,400,"Castet","OldStems",0
2,"CT",4,400,"Castet","Inflor",0
2,"CT",4,400,"Castet","BelowStem",0
2,"CT",4,400,"OtherEvergreen","NewLeaves",0.015
2,"CT",4,400,"OtherEvergreen","NewStems",0.001
2,"CT",4,400,"OtherEvergreen","OldLeaves",0.024
2,"CT",4,400,"OtherEvergreen","OldStems",0.051
2,"CT",4,400,"OtherEvergreen","Inflor",0
2,"CT",4,400,"OtherEvergreen","BelowStem",0.028
2,"CT",4,400,"Rubcha","LeavesStems",0
2,"CT",4,400,"Rubcha","InflorStalks",0
2,"CT",4,400,"Rubcha","BelowStem",0.055
2,"CT",4,400,"Petfri","LeavesStems",0
2,"CT",4,400,"Petfri","InflorStalks",0
2,"CT",4,400,"Petfri","BelowStem",0
2,"CT",4,400,"OtherForb","LeavesStems",0.051
2,"CT",4,400,"OtherForb","InflorStalks",0
2,"CT",4,400,"OtherForb","BelowStem",0.159
2,"CT",4,400,"Sphagnum","Green",0.215
2,"CT",4,400,"OtherMoss","Green",6.368
2,"CT",4,400,"Lichen","Live",3.135
2,"CT",4,400,"Attached","Wood",0.49
2,"CT",4,400,"Attached","Litter",0.047
2,"CT",4,400,"Loose","Litter",NA
2,"F0.5",1,400,"Erivag","BladeSheathInflCulm",2.285
2,"F0.5",1,400,"Erivag","Rhizome",0.853
2,"F0.5",1,400,"Carbig","BladeSheathInflCulm",0.271
2,"F0.5",1,400,"Carbig","Rhizome",0.021
2,"F0.5",1,400,"OtherGraminoid","BladeSheathInflCulm",0
2,"F0.5",1,400,"OtherGraminoid","Rhizome",0
2,"F0.5",1,400,"Betnan","NewLeaves",0.247
2,"F0.5",1,400,"Betnan","NewStems",0.051
2,"F0.5",1,400,"Betnan","OldStems",0.081
2,"F0.5",1,400,"Betnan","Inflor",0
2,"F0.5",1,400,"Betnan","BelowStem",3.629
2,"F0.5",1,400,"Salpul","NewLeaves",0
2,"F0.5",1,400,"Salpul","NewStems",0
2,"F0.5",1,400,"Salpul","OldStems",0
2,"F0.5",1,400,"Salpul","Inflor",0
2,"F0.5",1,400,"Salpul","BelowStem",0
2,"F0.5",1,400,"Vaculi","NewLeaves",0
2,"F0.5",1,400,"Vaculi","NewStems",0
2,"F0.5",1,400,"Vaculi","OldStems",0
2,"F0.5",1,400,"Vaculi","Inflor",0
2,"F0.5",1,400,"Vaculi","BelowStem",0
2,"F0.5",1,400,"OtherDeciduous","NewLeaves",0
2,"F0.5",1,400,"OtherDeciduous","NewStems",0
2,"F0.5",1,400,"OtherDeciduous","OldStems",0
2,"F0.5",1,400,"OtherDeciduous","Inflor",0
2,"F0.5",1,400,"OtherDeciduous","BelowStem",0
2,"F0.5",1,400,"Ledpal","NewLeaves",1.184
2,"F0.5",1,400,"Ledpal","NewStems",0.191
2,"F0.5",1,400,"Ledpal","OldLeaves",1.231
2,"F0.5",1,400,"Ledpal","OldStems",10.491
2,"F0.5",1,400,"Ledpal","Inflor",0.984
2,"F0.5",1,400,"Ledpal","BelowStem",4.447
2,"F0.5",1,400,"Vacvit","NewLeaves",0.479
2,"F0.5",1,400,"Vacvit","NewStems",0.098
2,"F0.5",1,400,"Vacvit","OldLeaves",0.515
2,"F0.5",1,400,"Vacvit","OldStems",0.596
2,"F0.5",1,400,"Vacvit","Inflor",0.023
2,"F0.5",1,400,"Vacvit","BelowStem",0.743
2,"F0.5",1,400,"Castet","NewStems",0
2,"F0.5",1,400,"Castet","OldStems",0
2,"F0.5",1,400,"Castet","Inflor",0
2,"F0.5",1,400,"Castet","BelowStem",0
2,"F0.5",1,400,"OtherEvergreen","NewLeaves",0.001
2,"F0.5",1,400,"OtherEvergreen","NewStems",0.001
2,"F0.5",1,400,"OtherEvergreen","OldLeaves",0.01
2,"F0.5",1,400,"OtherEvergreen","OldStems",0.032
2,"F0.5",1,400,"OtherEvergreen","Inflor",0
2,"F0.5",1,400,"OtherEvergreen","BelowStem",0.059
2,"F0.5",1,400,"Rubcha","LeavesStems",0.227
2,"F0.5",1,400,"Rubcha","InflorStalks",0
2,"F0.5",1,400,"Rubcha","BelowStem",1.018
2,"F0.5",1,400,"Petfri","LeavesStems",0.011
2,"F0.5",1,400,"Petfri","InflorStalks",0
2,"F0.5",1,400,"Petfri","BelowStem",0
2,"F0.5",1,400,"OtherForb","LeavesStems",0
2,"F0.5",1,400,"OtherForb","InflorStalks",0
2,"F0.5",1,400,"OtherForb","BelowStem",0
2,"F0.5",1,400,"Sphagnum","Green",0
2,"F0.5",1,400,"OtherMoss","Green",1.267
2,"F0.5",1,400,"Lichen","Live",2.79
2,"F0.5",1,400,"Attached","Wood",0
2,"F0.5",1,400,"Attached","Litter",0.125
2,"F0.5",1,400,"Loose","Litter",NA
2,"F0.5",2,400,"Erivag","BladeSheathInflCulm",2.451
2,"F0.5",2,400,"Erivag","Rhizome",1.423
2,"F0.5",2,400,"Carbig","BladeSheathInflCulm",0
2,"F0.5",2,400,"Carbig","Rhizome",0
2,"F0.5",2,400,"OtherGraminoid","BladeSheathInflCulm",0
2,"F0.5",2,400,"OtherGraminoid","Rhizome",0
2,"F0.5",2,400,"Betnan","NewLeaves",0.069
2,"F0.5",2,400,"Betnan","NewStems",0.043
2,"F0.5",2,400,"Betnan","OldStems",0.101
2,"F0.5",2,400,"Betnan","Inflor",0
2,"F0.5",2,400,"Betnan","BelowStem",16.277
2,"F0.5",2,400,"Salpul","NewLeaves",0.806
2,"F0.5",2,400,"Salpul","NewStems",0.146
2,"F0.5",2,400,"Salpul","OldStems",6.17
2,"F0.5",2,400,"Salpul","Inflor",0
2,"F0.5",2,400,"Salpul","BelowStem",0
2,"F0.5",2,400,"Vaculi","NewLeaves",0
2,"F0.5",2,400,"Vaculi","NewStems",0
2,"F0.5",2,400,"Vaculi","OldStems",0
2,"F0.5",2,400,"Vaculi","Inflor",0
2,"F0.5",2,400,"Vaculi","BelowStem",0
2,"F0.5",2,400,"OtherDeciduous","NewLeaves",0
2,"F0.5",2,400,"OtherDeciduous","NewStems",0
2,"F0.5",2,400,"OtherDeciduous","OldStems",0
2,"F0.5",2,400,"OtherDeciduous","Inflor",0
2,"F0.5",2,400,"OtherDeciduous","BelowStem",0
2,"F0.5",2,400,"Ledpal","NewLeaves",2.457
2,"F0.5",2,400,"Ledpal","NewStems",0.515
2,"F0.5",2,400,"Ledpal","OldLeaves",1.319
2,"F0.5",2,400,"Ledpal","OldStems",9.062
2,"F0.5",2,400,"Ledpal","Inflor",0.619
2,"F0.5",2,400,"Ledpal","BelowStem",10.427
2,"F0.5",2,400,"Vacvit","NewLeaves",0.939
2,"F0.5",2,400,"Vacvit","NewStems",0.2
2,"F0.5",2,400,"Vacvit","OldLeaves",0.932
2,"F0.5",2,400,"Vacvit","OldStems",0.882
2,"F0.5",2,400,"Vacvit","Inflor",0
2,"F0.5",2,400,"Vacvit","BelowStem",1.025
2,"F0.5",2,400,"Castet","NewStems",0
2,"F0.5",2,400,"Castet","OldStems",0
2,"F0.5",2,400,"Castet","Inflor",0
2,"F0.5",2,400,"Castet","BelowStem",0
2,"F0.5",2,400,"OtherEvergreen","NewLeaves",0.109
2,"F0.5",2,400,"OtherEvergreen","NewStems",0.024
2,"F0.5",2,400,"OtherEvergreen","OldLeaves",0.333
2,"F0.5",2,400,"OtherEvergreen","OldStems",0.38
2,"F0.5",2,400,"OtherEvergreen","Inflor",0.01
2,"F0.5",2,400,"OtherEvergreen","BelowStem",0
2,"F0.5",2,400,"Rubcha","LeavesStems",0.322
2,"F0.5",2,400,"Rubcha","InflorStalks",0
2,"F0.5",2,400,"Rubcha","BelowStem",1.015
2,"F0.5",2,400,"Petfri","LeavesStems",0
2,"F0.5",2,400,"Petfri","InflorStalks",0
2,"F0.5",2,400,"Petfri","BelowStem",0
2,"F0.5",2,400,"OtherForb","LeavesStems",0
2,"F0.5",2,400,"OtherForb","InflorStalks",0
2,"F0.5",2,400,"OtherForb","BelowStem",0
2,"F0.5",2,400,"Sphagnum","Green",0
2,"F0.5",2,400,"OtherMoss","Green",1.472
2,"F0.5",2,400,"Lichen","Live",2.153
2,"F0.5",2,400,"Attached","Wood",0
2,"F0.5",2,400,"Attached","Litter",0.144
2,"F0.5",2,400,"Loose","Litter",NA
2,"F0.5",3,400,"Erivag","BladeSheathInflCulm",0.313
2,"F0.5",3,400,"Erivag","Rhizome",0.048
2,"F0.5",3,400,"Carbig","BladeSheathInflCulm",0.973
2,"F0.5",3,400,"Carbig","Rhizome",0.734
2,"F0.5",3,400,"OtherGraminoid","BladeSheathInflCulm",0
2,"F0.5",3,400,"OtherGraminoid","Rhizome",0
2,"F0.5",3,400,"Betnan","NewLeaves",0.443
2,"F0.5",3,400,"Betnan","NewStems",0
2,"F0.5",3,400,"Betnan","OldStems",1.688
2,"F0.5",3,400,"Betnan","Inflor",0
2,"F0.5",3,400,"Betnan","BelowStem",5.106
2,"F0.5",3,400,"Salpul","NewLeaves",0.369
2,"F0.5",3,400,"Salpul","NewStems",0.103
2,"F0.5",3,400,"Salpul","OldStems",0.531
2,"F0.5",3,400,"Salpul","Inflor",0
2,"F0.5",3,400,"Salpul","BelowStem",0
2,"F0.5",3,400,"Vaculi","NewLeaves",0
2,"F0.5",3,400,"Vaculi","NewStems",0
2,"F0.5",3,400,"Vaculi","OldStems",0
2,"F0.5",3,400,"Vaculi","Inflor",0
2,"F0.5",3,400,"Vaculi","BelowStem",0
2,"F0.5",3,400,"OtherDeciduous","NewLeaves",0
2,"F0.5",3,400,"OtherDeciduous","NewStems",0
2,"F0.5",3,400,"OtherDeciduous","OldStems",0
2,"F0.5",3,400,"OtherDeciduous","Inflor",0
2,"F0.5",3,400,"OtherDeciduous","BelowStem",0
2,"F0.5",3,400,"Ledpal","NewLeaves",0.974
2,"F0.5",3,400,"Ledpal","NewStems",0.225
2,"F0.5",3,400,"Ledpal","OldLeaves",0.199
2,"F0.5",3,400,"Ledpal","OldStems",1.979
2,"F0.5",3,400,"Ledpal","Inflor",0
2,"F0.5",3,400,"Ledpal","BelowStem",5.172
2,"F0.5",3,400,"Vacvit","NewLeaves",1.06
2,"F0.5",3,400,"Vacvit","NewStems",0.202
2,"F0.5",3,400,"Vacvit","OldLeaves",1.29
2,"F0.5",3,400,"Vacvit","OldStems",0.839
2,"F0.5",3,400,"Vacvit","Inflor",0.154
2,"F0.5",3,400,"Vacvit","BelowStem",2.012
2,"F0.5",3,400,"Castet","NewStems",0
2,"F0.5",3,400,"Castet","OldStems",0
2,"F0.5",3,400,"Castet","Inflor",0
2,"F0.5",3,400,"Castet","BelowStem",0
2,"F0.5",3,400,"OtherEvergreen","NewLeaves",0
2,"F0.5",3,400,"OtherEvergreen","NewStems",0
2,"F0.5",3,400,"OtherEvergreen","OldLeaves",0
2,"F0.5",3,400,"OtherEvergreen","OldStems",0
2,"F0.5",3,400,"OtherEvergreen","Inflor",0
2,"F0.5",3,400,"OtherEvergreen","BelowStem",0
2,"F0.5",3,400,"Rubcha","LeavesStems",0.225
2,"F0.5",3,400,"Rubcha","InflorStalks",0
2,"F0.5",3,400,"Rubcha","BelowStem",0.319
2,"F0.5",3,400,"Petfri","LeavesStems",0
2,"F0.5",3,400,"Petfri","InflorStalks",0
2,"F0.5",3,400,"Petfri","BelowStem",0
2,"F0.5",3,400,"OtherForb","LeavesStems",0.005
2,"F0.5",3,400,"OtherForb","InflorStalks",0
2,"F0.5",3,400,"OtherForb","BelowStem",0.014
2,"F0.5",3,400,"Sphagnum","Green",4.756
2,"F0.5",3,400,"OtherMoss","Green",7.85
2,"F0.5",3,400,"Lichen","Live",0.106
2,"F0.5",3,400,"Attached","Wood",0
2,"F0.5",3,400,"Attached","Litter",0
2,"F0.5",3,400,"Loose","Litter",NA
2,"F0.5",4,400,"Erivag","BladeSheathInflCulm",0
2,"F0.5",4,400,"Erivag","Rhizome",0
2,"F0.5",4,400,"Carbig","BladeSheathInflCulm",0.271
2,"F0.5",4,400,"Carbig","Rhizome",7.091
2,"F0.5",4,400,"OtherGraminoid","BladeSheathInflCulm",0
2,"F0.5",4,400,"OtherGraminoid","Rhizome",0
2,"F0.5",4,400,"Betnan","NewLeaves",0
2,"F0.5",4,400,"Betnan","NewStems",0
2,"F0.5",4,400,"Betnan","OldStems",0
2,"F0.5",4,400,"Betnan","Inflor",0
2,"F0.5",4,400,"Betnan","BelowStem",0
2,"F0.5",4,400,"Salpul","NewLeaves",0
2,"F0.5",4,400,"Salpul","NewStems",0
2,"F0.5",4,400,"Salpul","OldStems",0
2,"F0.5",4,400,"Salpul","Inflor",0
2,"F0.5",4,400,"Salpul","BelowStem",0
2,"F0.5",4,400,"Vaculi","NewLeaves",0
2,"F0.5",4,400,"Vaculi","NewStems",0
2,"F0.5",4,400,"Vaculi","OldStems",0
2,"F0.5",4,400,"Vaculi","Inflor",0
2,"F0.5",4,400,"Vaculi","BelowStem",0
2,"F0.5",4,400,"OtherDeciduous","NewLeaves",0
2,"F0.5",4,400,"OtherDeciduous","NewStems",0
2,"F0.5",4,400,"OtherDeciduous","OldStems",0
2,"F0.5",4,400,"OtherDeciduous","Inflor",0
2,"F0.5",4,400,"OtherDeciduous","BelowStem",0
2,"F0.5",4,400,"Ledpal","NewLeaves",0.669
2,"F0.5",4,400,"Ledpal","NewStems",0.153
2,"F0.5",4,400,"Ledpal","OldLeaves",0.049
2,"F0.5",4,400,"Ledpal","OldStems",2.474
2,"F0.5",4,400,"Ledpal","Inflor",0.028
2,"F0.5",4,400,"Ledpal","BelowStem",6.739
2,"F0.5",4,400,"Vacvit","NewLeaves",0.915
2,"F0.5",4,400,"Vacvit","NewStems",0.279
2,"F0.5",4,400,"Vacvit","OldLeaves",0.012
2,"F0.5",4,400,"Vacvit","OldStems",0.229
2,"F0.5",4,400,"Vacvit","Inflor",0.112
2,"F0.5",4,400,"Vacvit","BelowStem",0.731
2,"F0.5",4,400,"Castet","NewStems",0.798
2,"F0.5",4,400,"Castet","OldStems",2.149
2,"F0.5",4,400,"Castet","Inflor",0.657
2,"F0.5",4,400,"Castet","BelowStem",0
2,"F0.5",4,400,"OtherEvergreen","NewLeaves",0.614
2,"F0.5",4,400,"OtherEvergreen","NewStems",0.052
2,"F0.5",4,400,"OtherEvergreen","OldLeaves",0.178
2,"F0.5",4,400,"OtherEvergreen","OldStems",0.548
2,"F0.5",4,400,"OtherEvergreen","Inflor",0
2,"F0.5",4,400,"OtherEvergreen","BelowStem",0
2,"F0.5",4,400,"Rubcha","LeavesStems",0
2,"F0.5",4,400,"Rubcha","InflorStalks",0
2,"F0.5",4,400,"Rubcha","BelowStem",0.405
2,"F0.5",4,400,"Petfri","LeavesStems",0
2,"F0.5",4,400,"Petfri","InflorStalks",0
2,"F0.5",4,400,"Petfri","BelowStem",0
2,"F0.5",4,400,"OtherForb","LeavesStems",0.001
2,"F0.5",4,400,"OtherForb","InflorStalks",0
2,"F0.5",4,400,"OtherForb","BelowStem",0
2,"F0.5",4,400,"Sphagnum","Green",0
2,"F0.5",4,400,"OtherMoss","Green",4.523
2,"F0.5",4,400,"Lichen","Live",6.581
2,"F0.5",4,400,"Attached","Wood",0
2,"F0.5",4,400,"Attached","Litter",0
2,"F0.5",4,400,"Loose","Litter",NA
2,"F1",1,400,"Erivag","BladeSheathInflCulm",0
2,"F1",1,400,"Erivag","Rhizome",0
2,"F1",1,400,"Carbig","BladeSheathInflCulm",0.073
2,"F1",1,400,"Carbig","Rhizome",0.099
2,"F1",1,400,"OtherGraminoid","BladeSheathInflCulm",0
2,"F1",1,400,"OtherGraminoid","Rhizome",0
2,"F1",1,400,"Betnan","NewLeaves",1.205
2,"F1",1,400,"Betnan","NewStems",0.422
2,"F1",1,400,"Betnan","OldStems",4.165
2,"F1",1,400,"Betnan","Inflor",0
2,"F1",1,400,"Betnan","BelowStem",6.743
2,"F1",1,400,"Salpul","NewLeaves",0.311
2,"F1",1,400,"Salpul","NewStems",0.033
2,"F1",1,400,"Salpul","OldStems",0.246
2,"F1",1,400,"Salpul","Inflor",0
2,"F1",1,400,"Salpul","BelowStem",0
2,"F1",1,400,"Vaculi","NewLeaves",0.149
2,"F1",1,400,"Vaculi","NewStems",0.009
2,"F1",1,400,"Vaculi","OldStems",0.322
2,"F1",1,400,"Vaculi","Inflor",0
2,"F1",1,400,"Vaculi","BelowStem",0.246
2,"F1",1,400,"OtherDeciduous","NewLeaves",0
2,"F1",1,400,"OtherDeciduous","NewStems",0
2,"F1",1,400,"OtherDeciduous","OldStems",0
2,"F1",1,400,"OtherDeciduous","Inflor",0
2,"F1",1,400,"OtherDeciduous","BelowStem",0
2,"F1",1,400,"Ledpal","NewLeaves",0.991
2,"F1",1,400,"Ledpal","NewStems",0.266
2,"F1",1,400,"Ledpal","OldLeaves",0.326
2,"F1",1,400,"Ledpal","OldStems",1.557
2,"F1",1,400,"Ledpal","Inflor",0.137
2,"F1",1,400,"Ledpal","BelowStem",4.794
2,"F1",1,400,"Vacvit","NewLeaves",0.461
2,"F1",1,400,"Vacvit","NewStems",0.147
2,"F1",1,400,"Vacvit","OldLeaves",0
2,"F1",1,400,"Vacvit","OldStems",0.242
2,"F1",1,400,"Vacvit","Inflor",0.022
2,"F1",1,400,"Vacvit","BelowStem",0.636
2,"F1",1,400,"Castet","NewStems",0
2,"F1",1,400,"Castet","OldStems",0
2,"F1",1,400,"Castet","Inflor",0
2,"F1",1,400,"Castet","BelowStem",0
2,"F1",1,400,"OtherEvergreen","NewLeaves",0.138
2,"F1",1,400,"OtherEvergreen","NewStems",0.022
2,"F1",1,400,"OtherEvergreen","OldLeaves",0.692
2,"F1",1,400,"OtherEvergreen","OldStems",1.165
2,"F1",1,400,"OtherEvergreen","Inflor",0.01
2,"F1",1,400,"OtherEvergreen","BelowStem",0.749
2,"F1",1,400,"Rubcha","LeavesStems",0.054
2,"F1",1,400,"Rubcha","InflorStalks",0
2,"F1",1,400,"Rubcha","BelowStem",1.724
2,"F1",1,400,"Petfri","LeavesStems",0
2,"F1",1,400,"Petfri","InflorStalks",0
2,"F1",1,400,"Petfri","BelowStem",0
2,"F1",1,400,"OtherForb","LeavesStems",0.016
2,"F1",1,400,"OtherForb","InflorStalks",0
2,"F1",1,400,"OtherForb","BelowStem",0
2,"F1",1,400,"Sphagnum","Green",8.045
2,"F1",1,400,"OtherMoss","Green",3.91
2,"F1",1,400,"Lichen","Live",0
2,"F1",1,400,"Attached","Wood",0
2,"F1",1,400,"Attached","Litter",0
2,"F1",1,400,"Loose","Litter",NA
2,"F1",2,400,"Erivag","BladeSheathInflCulm",0.369
2,"F1",2,400,"Erivag","Rhizome",0
2,"F1",2,400,"Carbig","BladeSheathInflCulm",0.4
2,"F1",2,400,"Carbig","Rhizome",0.329
2,"F1",2,400,"OtherGraminoid","BladeSheathInflCulm",0
2,"F1",2,400,"OtherGraminoid","Rhizome",0
2,"F1",2,400,"Betnan","NewLeaves",0.142
2,"F1",2,400,"Betnan","NewStems",0.235
2,"F1",2,400,"Betnan","OldStems",1.269
2,"F1",2,400,"Betnan","Inflor",0
2,"F1",2,400,"Betnan","BelowStem",3.822
2,"F1",2,400,"Salpul","NewLeaves",0
2,"F1",2,400,"Salpul","NewStems",0
2,"F1",2,400,"Salpul","OldStems",0
2,"F1",2,400,"Salpul","Inflor",0
2,"F1",2,400,"Salpul","BelowStem",0
2,"F1",2,400,"Vaculi","NewLeaves",0.268
2,"F1",2,400,"Vaculi","NewStems",0.068
2,"F1",2,400,"Vaculi","OldStems",0.599
2,"F1",2,400,"Vaculi","Inflor",0
2,"F1",2,400,"Vaculi","BelowStem",0.851
2,"F1",2,400,"OtherDeciduous","NewLeaves",0
2,"F1",2,400,"OtherDeciduous","NewStems",0
2,"F1",2,400,"OtherDeciduous","OldStems",0
2,"F1",2,400,"OtherDeciduous","Inflor",0
2,"F1",2,400,"OtherDeciduous","BelowStem",0
2,"F1",2,400,"Ledpal","NewLeaves",0.986
2,"F1",2,400,"Ledpal","NewStems",0.22
2,"F1",2,400,"Ledpal","OldLeaves",0.204
2,"F1",2,400,"Ledpal","OldStems",1.679
2,"F1",2,400,"Ledpal","Inflor",0.028
2,"F1",2,400,"Ledpal","BelowStem",3.919
